id,sub_category_id,name,price,desc,img,created_at,updated_at,deleted_at
,30,PL RICE,60,#N/A,PL RICE.jpg,,,
,30,JEERA RICE,70,#N/A,JEERA RICE.jpg,,,
,30,PULAV RAITHA,70,#N/A,PULAV RAITHA.jpg,,,
,29,LASSI SWEET,40,#N/A,LASSI SWEET.jpg,,,
,30,VEG PULAV,100,#N/A,VEG PULAV.jpg,,,
,26,HALF ALU PALAK,50,Z,HALF ALU PALAK.jpg,,,
,18,S/N MASALA DOSA,95,R,S/N MASALA DOSA.jpg,,,
,25,EXTRA SABJI/DAL.,20,Y,EXTRA SABJI/DAL..jpg,,,
,29,EXTRA PAV,7,#N/A,EXTRA PAV.jpg,,,
,31,CHEEZ MASALA DOSA,105,#N/A,CHEEZ MASALA DOSA.jpg,,,
,29,parsel charg,30,#N/A,parsel charg.jpg,,,
,31,BUTER MASALA DOSA,100,#N/A,BUTER MASALA DOSA.jpg,,,
,31,BUTER ADD,30,#N/A,BUTER ADD.jpg,,,
,31,MIX UTTHAPPA,80,#N/A,MIX UTTHAPPA.jpg,,,
,19,PL CHEEZ UTTHAPPA,90,S,PL CHEEZ UTTHAPPA.jpg,,,
,25,PARSEL BAG ,5,Y,PARSEL BAG .jpg,,,
,30,veg BIRYANI,100,#N/A,veg BIRYANI.jpg,,,
,20,S/MASHURUM PIZA,150,T,S/MASHURUM PIZA.jpg,,,
,31,BUTTAR UTTHAPPA,110,#N/A,BUTTAR UTTHAPPA.jpg,,,
,29,DHAI VADA ,80,#N/A,DHAI VADA .jpg,,,
,29,PURI BAJI (4pc),100,#N/A,PURI BAJI (4pc).jpg,,,
